Location,Year,RU_Grid,Rural IMR,Urban IMR
Meghalaya,1997,Rural,68.80000305,31.70000076
Meghalaya,1998,Rural,56.20000076,21.20000076
Meghalaya,1999,Rural,64.69999695,25.60000038
Meghalaya,2000,Rural,68.5,41.09999847
Meghalaya,2001,Rural,50.79999924,56
Meghalaya,2002,Rural,67.59999847,50.70000076
Meghalaya,2003,Rural,56.59999847,43.5
Meghalaya,2004,Rural,43.40000153,36.90000153
Meghalaya,2005,Rural,50.20000076,42.09999847
Meghalaya,2006,Rural,54,42.5
Meghalaya,2007,Rural,52.90000153,45.09999847
Meghalaya,2008,Rural,59.90000153,43
Meghalaya,2009,Rural,61.40000153,39.90000153
Meghalaya,2010,Rural,57.70000076,36.79999924
Meghalaya,2011,Rural,53.59999847,38.20000076
Meghalaya,2012,Rural,50.09999847,40.40000153
Meghalaya,2013,Rural,48.09999847,40
Mizoram,1996,Rural,25.79999924,23.70000076
Mizoram,1997,Rural,18.29999924,7.199999809
Mizoram,1998,Rural,31.39999962,15.19999981
Mizoram,1999,Rural,14,13.19999981
Mizoram,2000,Rural,15.80000019,20.89999962
Mizoram,2001,Rural,24.60000038,7
Mizoram,2002,Rural,1.5,14
Mizoram,2003,Rural,16,15.80000019
Mizoram,2004,Rural,36.29999924,10.89999962
Mizoram,2008,Rural,44.90000153,24
Mizoram,2009,Rural,45.29999924,18.89999962
Mizoram,2010,Rural,46.90000153,20.70000076
Mizoram,2011,Rural,43.40000153,18.79999924
Mizoram,2012,Rural,44.29999924,19
Mizoram,2013,Rural,44.20000076,19.20000076
Odisha,1971,Rural,131,84
Odisha,1972,Rural,136,73
Odisha,1973,Rural,151,78
Odisha,1974,Rural,155,75
Odisha,1975,Rural,153,98
Odisha,1976,Rural,130,81
Odisha,1977,Rural,151,85
Odisha,1978,Rural,137,80
Odisha,1979,Rural,154,86
Odisha,1980,Rural,150,62
Odisha,1981,Rural,140,68
Odisha,1982,Rural,139,64
Odisha,1983,Rural,131,73
Odisha,1984,Rural,135,84
Odisha,1985,Rural,137,84
Odisha,1986,Rural,127,75
Odisha,1987,Rural,131,75
Odisha,1988,Rural,126,69
Odisha,1989,Rural,125,78
Odisha,1990,Rural,127,68
Odisha,1991,Rural,129,71
Odisha,1992,Rural,118,80
Odisha,1993,Rural,115,69
Odisha,1994,Rural,108,65
Odisha,1995,Rural,107,65
Odisha,1996,Rural,99,65
Odisha,1997,Rural,100,65
Odisha,1998,Rural,101,66
Odisha,1999,Rural,100,65
Odisha,2000,Rural,99,66
Odisha,2001,Rural,94,61
Odisha,2002,Rural,90,56
Odisha,2003,Rural,86,55
Odisha,2004,Rural,80,58
Odisha,2005,Rural,78,55
Odisha,2006,Rural,76,53
Odisha,2007,Rural,73,52
Odisha,2008,Rural,71,49
Odisha,2009,Rural,68,46
Odisha,2010,Rural,63,43
Odisha,2011,Rural,58,40
Odisha,2012,Rural,55,39
Odisha,2013,Rural,53,38
Odisha,2014,Rural,51,36
Odisha,2015,Rural,48,35
Odisha,2016,Rural,46,34
Odisha,2017,Rural,42,32
Odisha,2018,Rural,41,31
Odisha,2019,Rural,39,30
Odisha,2020,Rural,37,28
Odisha,2021,Rural,36,27
Odisha,2022,Rural,33,26
Odisha,2023,Rural,31,23
Pondicherry,1990,Rural,38.29999924,19
Pondicherry,1991,Rural,21.79999924,20.70000076
Pondicherry,1992,Rural,33.59999847,62.59999847
Pondicherry,1994,Rural,26.5,44.40000153
Pondicherry,1995,Rural,31.89999962,14.5
Pondicherry,1996,Rural,21.89999962,8.399999619
Pondicherry,1997,Rural,36.29999924,24.20000076
Pondicherry,1998,Rural,39.70000076,16.79999924
Pondicherry,1999,Rural,27.39999962,16.29999924
Pondicherry,2000,Rural,27.60000038,13.80000019
Pondicherry,2001,Rural,29.20000076,16.70000076
Pondicherry,2002,Rural,31.70000076,19.79999924
Pondicherry,2003,Rural,40.40000153,17.89999962
Pondicherry,2004,Rural,36.29999924,21.60000038
Pondicherry,2005,Rural,38.29999924,22
Pondicherry,2006,Rural,35.5,23.60000038
Pondicherry,2007,Rural,22.39999962,13
Pondicherry,2008,Rural,30.5,22.10000038
Pondicherry,2009,Rural,28.39999962,19.5
Pondicherry,2010,Rural,25.20000076,20.60000038
Pondicherry,2011,Rural,20.70000076,17.89999962
Pondicherry,2012,Rural,18.10000038,16
Pondicherry,2013,Rural,19.79999924,15.39999962
Punjab,1971,Rural,109,76
Punjab,1972,Rural,129,78
Punjab,1973,Rural,123,83
Punjab,1974,Rural,103,71
Punjab,1975,Rural,107,60
Punjab,1976,Rural,115,75
Punjab,1977,Rural,111,78
Punjab,1978,Rural,126,76
Punjab,1979,Rural,93,84
Punjab,1980,Rural,96,58
Punjab,1981,Rural,88,51
Punjab,1982,Rural,82,53
Punjab,1983,Rural,84,69
Punjab,1984,Rural,77,35
Punjab,1985,Rural,78,51
Punjab,1986,Rural,72,55
Punjab,1987,Rural,62,63
Punjab,1988,Rural,63,59
Punjab,1989,Rural,71,44
Punjab,1990,Rural,66,45
Punjab,1991,Rural,58,40
Punjab,1992,Rural,61,41
Punjab,1993,Rural,60,39
Punjab,1994,Rural,59,36
Punjab,1995,Rural,58,39
Punjab,1996,Rural,54,40
Punjab,1997,Rural,54,38
Punjab,1998,Rural,58,40
Punjab,1999,Rural,57,39
Punjab,2000,Rural,56,38
Punjab,2001,Rural,55,37
Punjab,2002,Rural,55,35
Punjab,2003,Rural,53,34
Punjab,2004,Rural,50,36
Punjab,2005,Rural,49,37
Punjab,2006,Rural,48,36
Punjab,2007,Rural,47,35
Punjab,2008,Rural,45,33
Punjab,2009,Rural,42,31
Punjab,2010,Rural,37,28
Punjab,2011,Rural,33,25
Punjab,2012,Rural,30,24
Punjab,2013,Rural,28,23
Punjab,2014,Rural,26,21
Punjab,2015,Rural,24,20
Punjab,2016,Rural,23,18
Punjab,2017,Rural,22,19
Punjab,2018,Rural,21,19
Punjab,2019,Rural,19,18
Punjab,2020,Rural,19,17
Punjab,2021,Rural,19,16
Punjab,2022,Rural,18,15
Punjab,2023,Rural,19,14
Rajasthan,1972,Rural,132,76
Rajasthan,1973,Rural,145,92
Rajasthan,1974,Rural,142,78
Rajasthan,1975,Rural,169,72
Rajasthan,1976,Rural,152,73
Rajasthan,1977,Rural,150,92
Rajasthan,1978,Rural,153,66
Rajasthan,1979,Rural,119,55
Rajasthan,1980,Rural,115,50
Rajasthan,1981,Rural,118,53
Rajasthan,1982,Rural,105,60
Rajasthan,1983,Rural,115,82
Rajasthan,1984,Rural,133,69
Rajasthan,1985,Rural,114,76
Rajasthan,1986,Rural,113,71
Rajasthan,1987,Rural,108,69
Rajasthan,1988,Rural,109,66
Rajasthan,1989,Rural,103,58
Rajasthan,1990,Rural,88,59
Rajasthan,1991,Rural,84,50
Rajasthan,1992,Rural,94,65
Rajasthan,1993,Rural,88,54
Rajasthan,1994,Rural,87,62
Rajasthan,1995,Rural,90,62
Rajasthan,1996,Rural,90,60
Rajasthan,1997,Rural,89,61
Rajasthan,1998,Rural,87,60
Rajasthan,1999,Rural,85,59
Rajasthan,2000,Rural,82,58
Rajasthan,2001,Rural,84,57
Rajasthan,2002,Rural,81,55
Rajasthan,2003,Rural,78,53
Rajasthan,2004,Rural,74,42
Rajasthan,2005,Rural,75,43
Rajasthan,2006,Rural,74,41
Rajasthan,2007,Rural,72,40
Rajasthan,2008,Rural,69,38
Rajasthan,2009,Rural,65,35
Rajasthan,2010,Rural,61,31
Rajasthan,2011,Rural,57,32
Rajasthan,2012,Rural,54,31
Rajasthan,2013,Rural,51,30
Rajasthan,2014,Rural,52,27
Rajasthan,2015,Rural,48,27
Rajasthan,2016,Rural,45,30
Rajasthan,2017,Rural,42,28
Rajasthan,2018,Rural,41,26
Rajasthan,2019,Rural,38,25
Rajasthan,2020,Rural,35,23
Rajasthan,2021,Rural,34,23
Rajasthan,2022,Rural,31,24
Rajasthan,2023,Rural,31,23
Sikkim,1990,Rural,52.20000076,45.90000153
Sikkim,1991,Rural,53.79999924,29.5
Sikkim,1992,Rural,36.79999924,0
Sikkim,1993,Rural,52.40000153,2.299999952
Sikkim,1994,Rural,27,18.60000038
Sikkim,1995,Rural,63.09999847,28.29999924
Sikkim,1996,Rural,53,50.59999847
Sikkim,1997,Rural,36.70000076,43.90000153
Sikkim,1998,Rural,51.09999847,40.70000076
Sikkim,1999,Rural,46.79999924,17.60000038
Sikkim,2000,Rural,47.29999924,34.59999847
Sikkim,2001,Rural,29.29999924,27.39999962
Sikkim,2002,Rural,25.29999924,13.10000038
Sikkim,2003,Rural,21.70000076,12.69999981
Sikkim,2004,Rural,32.20000076,12.39999962
Sikkim,2005,Rural,31.20000076,15.10000038
Sikkim,2006,Rural,35.09999847,16.29999924
Sikkim,2007,Rural,34.29999924,22.89999962
Sikkim,2008,Rural,35,19.29999924
Sikkim,2009,Rural,35.90000153,21
Sikkim,2010,Rural,31.39999962,18.89999962
Sikkim,2011,Rural,27.89999962,16.5
Sikkim,2012,Rural,25.39999962,15.80000019
Sikkim,2013,Rural,23.10000038,15.30000019
Tamil Nadu,1971,Rural,127,77
Tamil Nadu,1972,Rural,133,85
Tamil Nadu,1973,Rural,122,67
Tamil Nadu,1974,Rural,118,71
Tamil Nadu,1975,Rural,129,65
Tamil Nadu,1976,Rural,121,81
Tamil Nadu,1977,Rural,114,79
Tamil Nadu,1978,Rural,120,63
Tamil Nadu,1979,Rural,114,63
Tamil Nadu,1980,Rural,103,64
Tamil Nadu,1981,Rural,104,55
Tamil Nadu,1982,Rural,97,51
Tamil Nadu,1983,Rural,101,59
Tamil Nadu,1984,Rural,90,54
Tamil Nadu,1985,Rural,95,53
Tamil Nadu,1986,Rural,93,54
Tamil Nadu,1987,Rural,86,54
Tamil Nadu,1988,Rural,84,51
Tamil Nadu,1989,Rural,80,43
Tamil Nadu,1990,Rural,70,37
Tamil Nadu,1991,Rural,65,42
Tamil Nadu,1992,Rural,66,42
Tamil Nadu,1993,Rural,66,38
Tamil Nadu,1994,Rural,64,48
Tamil Nadu,1995,Rural,61,39
Tamil Nadu,1996,Rural,60,39
Tamil Nadu,1997,Rural,58,40
Tamil Nadu,1998,Rural,59,40
Tamil Nadu,1999,Rural,58,39
Tamil Nadu,2000,Rural,56,38
Tamil Nadu,2001,Rural,55,35
Tamil Nadu,2002,Rural,50,32
Tamil Nadu,2003,Rural,48,31
Tamil Nadu,2004,Rural,45,35
Tamil Nadu,2005,Rural,39,34
Tamil Nadu,2006,Rural,39,33
Tamil Nadu,2007,Rural,38,31
Tamil Nadu,2008,Rural,34,28
Tamil Nadu,2009,Rural,30,26
Tamil Nadu,2010,Rural,25,22
Tamil Nadu,2011,Rural,24,19
Tamil Nadu,2012,Rural,24,18
Tamil Nadu,2013,Rural,24,17
Tamil Nadu,2014,Rural,23,16
Tamil Nadu,2015,Rural,22,16
Tamil Nadu,2016,Rural,20,14
Tamil Nadu,2017,Rural,19,14
Tamil Nadu,2018,Rural,18,12
Tamil Nadu,2019,Rural,17,12
Tamil Nadu,2020,Rural,15,10
Tamil Nadu,2021,Rural,14,9
Tamil Nadu,2022,Rural,14,8
Tamil Nadu,2023,Rural,13,11
Telangana,2014,Rural,39,28
Telangana,2015,Rural,37,27
Telangana,2016,Rural,35,24
Telangana,2017,Rural,33,23
Telangana,2018,Rural,30,21
Telangana,2019,Rural,26,18
Telangana,2020,Rural,24,17
Telangana,2021,Rural,23,16
Telangana,2022,Rural,21,15
Telangana,2023,Rural,20,15
Uttar Pradesh,1971,Rural,173,119
Uttar Pradesh,1972,Rural,213,120
Uttar Pradesh,1973,Rural,182,132
Uttar Pradesh,1974,Rural,179,110
Uttar Pradesh,1975,Rural,205,128
Uttar Pradesh,1976,Rural,184,121
Uttar Pradesh,1977,Rural,174,119
Uttar Pradesh,1978,Rural,184,114
Uttar Pradesh,1979,Rural,168,104
Uttar Pradesh,1980,Rural,167,99
Uttar Pradesh,1981,Rural,157,97
Uttar Pradesh,1982,Rural,156,99
Uttar Pradesh,1983,Rural,166,100
Uttar Pradesh,1984,Rural,166,99
Uttar Pradesh,1985,Rural,154,78
Uttar Pradesh,1986,Rural,140,88
Uttar Pradesh,1987,Rural,136,80
Uttar Pradesh,1988,Rural,132,81
Uttar Pradesh,1989,Rural,126,75
Uttar Pradesh,1990,Rural,105,67
Uttar Pradesh,1991,Rural,102,74
Uttar Pradesh,1992,Rural,102,78
Uttar Pradesh,1993,Rural,98,66
Uttar Pradesh,1994,Rural,91,65
Uttar Pradesh,1995,Rural,89,66
Uttar Pradesh,1996,Rural,88,67
Uttar Pradesh,1997,Rural,89,66
Uttar Pradesh,1998,Rural,89,65
Uttar Pradesh,1999,Rural,88,66
Uttar Pradesh,2000,Rural,87,65
Uttar Pradesh,2001,Rural,86,62
Uttar Pradesh,2002,Rural,83,58
Uttar Pradesh,2003,Rural,79,55
Uttar Pradesh,2004,Rural,75,53
Uttar Pradesh,2005,Rural,77,54
Uttar Pradesh,2006,Rural,75,53
Uttar Pradesh,2007,Rural,72,51
Uttar Pradesh,2008,Rural,70,49
Uttar Pradesh,2009,Rural,66,47
Uttar Pradesh,2010,Rural,64,44
Uttar Pradesh,2011,Rural,60,41
Uttar Pradesh,2012,Rural,56,39
Uttar Pradesh,2013,Rural,53,38
Uttar Pradesh,2014,Rural,51,37
Uttar Pradesh,2015,Rural,48,36
Uttar Pradesh,2016,Rural,46,34
Uttar Pradesh,2017,Rural,44,33
Uttar Pradesh,2018,Rural,46,35
Uttar Pradesh,2019,Rural,44,31
Uttar Pradesh,2020,Rural,40,28
Uttar Pradesh,2021,Rural,40,27
Uttar Pradesh,2022,Rural,41,27
Uttar Pradesh,2023,Rural,39,27
Uttarakhand,2000,Rural,73,26
Uttarakhand,2001,Rural,69,26
Uttarakhand,2002,Rural,66,22
Uttarakhand,2003,Rural,61.70000076,20.70000076
Uttarakhand,2004,Rural,57.5,21.70000076
Uttarakhand,2005,Rural,56.29999924,19.10000038
Uttarakhand,2006,Rural,54.79999924,22
Uttarakhand,2007,Rural,52.29999924,24.70000076
Uttarakhand,2008,Rural,48.5,24
Uttarakhand,2009,Rural,44.20000076,27.10000038
Uttarakhand,2010,Rural,40.5,25.39999962
Uttarakhand,2011,Rural,38.70000076,22.60000038
Uttarakhand,2012,Rural,36.09999847,23.20000076
Uttarakhand,2013,Rural,33.59999847,22
Uttarakhand,2014,Rural,32,35
Uttarakhand,2015,Rural,31,44
Uttarakhand,2016,Rural,41,29
Uttarakhand,2017,Rural,33,30
Uttarakhand,2018,Rural,31,29
Uttarakhand,2019,Rural,28,26
Uttarakhand,2020,Rural,25,24
Uttarakhand,2021,Rural,24,23
Uttarakhand,2022,Rural,22,21
Uttarakhand,2023,Rural,21,19
West Bengal,1981,Rural,98,44
West Bengal,1982,Rural,93,52
West Bengal,1983,Rural,93,48
West Bengal,1984,Rural,88,55
West Bengal,1985,Rural,80,46
West Bengal,1986,Rural,75,55
West Bengal,1987,Rural,77,43
West Bengal,1988,Rural,76,43
West Bengal,1989,Rural,83,53
West Bengal,1990,Rural,68,41
West Bengal,1991,Rural,76,47
West Bengal,1992,Rural,71,38
West Bengal,1993,Rural,64,33
West Bengal,1994,Rural,64,52
West Bengal,1995,Rural,61,45
West Bengal,1996,Rural,58,44
West Bengal,1997,Rural,58,43
West Bengal,1998,Rural,56,41
West Bengal,1999,Rural,55,40
West Bengal,2000,Rural,54,37
West Bengal,2001,Rural,54,37
West Bengal,2002,Rural,52,36
West Bengal,2003,Rural,48,34
West Bengal,2004,Rural,42,32
West Bengal,2005,Rural,40,31
West Bengal,2006,Rural,40,29
West Bengal,2007,Rural,39,29
West Bengal,2008,Rural,37,29
West Bengal,2009,Rural,34,27
West Bengal,2010,Rural,32,25
West Bengal,2011,Rural,33,26
West Bengal,2012,Rural,33,26
West Bengal,2013,Rural,32,26
West Bengal,2014,Rural,30,24
West Bengal,2015,Rural,27,24
West Bengal,2016,Rural,25,22
West Bengal,2017,Rural,24,22
West Bengal,2018,Rural,22,20
West Bengal,2019,Rural,21,18
West Bengal,2020,Rural,19,17
West Bengal,2021,Rural,18,17
West Bengal,2022,Rural,17,18
West Bengal,2023,Rural,17,17
