"assettreat","asset_comp","isrstock","palstock","tradestock6all","age","married","faminc","religion","female","BA_or_higher","right_2013","right_2015","left_2013","left_2015","p_index_2013","p_index_2015","p_index_2016","e_index_2013","e_index_2015"
0,0,0,0,0,37,1,3000,"jewish",1,0,0,0,0,0,3.56654047966003,3.96607309579849,NA,2.25400000810623,-4.95867669582367
0,0,0,0,0,43,1,8000,"jewish",1,0,1,1,0,0,15.3287398815155,8.65176558494568,2.23143979907036,12.1346914768219,8.4873104095459
1,1,0,1,0,49,1,16000,"jewish",0,0,1,1,0,0,0.944821536540985,1.26580819487572,NA,-1.51168718934059,-11.177933216095
1,1,1,0,1,40,1,12000,"jewish",0,1,0,0,0,1,17.6724529266357,18.0317425727844,16.6157484054565,2.13169455528259,0.926985293626785
1,1,1,0,1,42,1,12000,"jewish",1,1,0,0,0,1,-10.899418592453,-10.1081895828247,-4.80179339647293,8.74215960502625,-3.02305340766907
1,1,1,0,0,47,0,12000,"jewish",1,1,0,0,0,1,3.20649325847626,5.78367233276367,9.26634967327118,-2.36754134297371,0.700894892215729
1,0,1,0,0,37,1,12000,"jewish",0,1,1,1,0,0,-10.899418592453,-5.59032499790192,NA,5.78243911266327,3.66630673408508
0,0,0,0,0,42,0,8000,"jewish",1,1,0,0,0,0,-1.78236842155457,-3.4168329834938,-2.49762922525406,5.81872463226318,6.45570874214172
1,1,0,0,1,59,1,12000,"jewish",1,1,0,0,0,0,5.80478250980377,6.31044447422028,6.88666224479675,-8.74075770378113,-3.79803985357285
0,0,0,0,0,64,0,3000,"jewish",1,0,0,0,0,1,3.20649325847626,3.78965198993683,-2.30304196476936,5.05881071090698,-0.689751803874969
1,0,1,0,0,30,1,12000,"jewish",1,0,0,0,0,0,-6.42293453216553,-5.59032499790192,-9.5317006111145,-0.941250175237656,-0.988268256187439
0,0,0,0,1,26,0,12000,"jewish",0,0,0,1,0,0,-6.23542308807373,-0.907684043049812,0.197385773062706,9.02467846870422,6.45570874214172
0,0,0,0,0,53,0,16000,"jewish",0,0,0,0,0,0,0.968251377344131,6.13097250461578,4.73186761140823,4.83226597309113,-2.70540654659271
1,1,0,1,0,44,1,12000,"jewish",1,1,0,0,1,1,-6.31746411323547,-5.59032499790192,-9.5317006111145,4.92290318012238,1.32466346025467
1,1,1,0,1,46,1,3000,"jewish",1,0,0,0,0,0,-10.899418592453,-10.1081895828247,NA,3.22847843170166,-0.988268256187439
1,1,0,1,1,37,0,3000,"jewish",1,0,0,0,0,0,-4.18469250202179,3.43624949455261,NA,-1.47172018885612,3.5030609369278
1,1,1,0,0,33,1,12000,"jewish",0,1,0,0,0,0,-1.78236842155457,8.64871442317963,-4.53252136707306,-1.91572844982147,0.859718322753906
1,1,0,0,0,38,0,12000,"jewish",0,1,0,0,1,1,17.6724529266357,18.0317425727844,2.15759307146072,3.82980078458786,12.0516991615295
1,1,1,0,1,59,1,16000,"jewish",0,1,0,0,0,1,10.1087319850922,10.8252573013306,14.1161584854126,-2.76868402957916,3.03469896316528
1,1,0,1,1,43,1,24000,"jewish",1,1,0,0,0,1,5.52677631378174,8.30446481704712,NA,-6.08255803585052,NA
1,1,0,1,0,22,0,12000,"jewish",0,0,0,0,0,1,3.56654047966003,-5.41944563388824,2.6214525103569,-3.96970719099045,0.717345252633095
1,1,0,0,0,22,0,0,"jewish",0,0,0,0,0,1,12.730450630188,8.12804400920868,9.19166445732117,-5.24938762187958,7.23069548606873
1,1,0,1,0,49,1,16000,"jewish",0,1,0,0,1,1,10.3867375850677,13.1665778160095,9.65636193752289,-1.60762786865234,-5.36396026611328
1,1,0,0,1,59,1,12000,"jewish",0,0,1,1,0,0,-10.899418592453,-5.4224967956543,-6.76200032234192,-0.565195679664612,0.864140838384628
1,1,0,0,0,38,0,3000,"jewish",1,1,0,0,1,0,5.74617147445679,6.31044447422028,11.8111562728882,-0.469255000352859,-3.01863074302673
1,1,0,1,0,53,0,8000,"jewish",1,1,0,1,1,0,12.730450630188,-10.1081895828247,11.6912543773651,3.44304293394089,NA
1,1,1,0,0,35,1,12000,"jewish",1,1,1,1,0,0,-10.899418592453,-10.1081895828247,-11.7611801624298,-12.1559727191925,-5.80484986305237
1,1,0,1,0,27,0,12000,"jewish",1,0,0,0,0,0,-10.899418592453,-3.06953251361847,-9.5317006111145,-1.57433748245239,-0.801555290818214
1,1,0,0,1,53,1,12000,"jewish",0,0,0,1,0,0,5.74617147445679,-0.551790706813335,9.31156694889069,-12.3198676109314,-4.88748997449875
1,0,1,0,0,59,0,3000,"jewish",1,0,0,0,0,0,1.24625742435455,-5.42554795742035,4.85177010297775,5.75077056884766,0.481673181056976
1,1,0,0,0,57,1,3000,"jewish",1,1,0,0,0,1,-1.78236842155457,11.0077810287476,9.1169798374176,5.78243911266327,12.0516991615295
1,1,0,0,0,46,1,12000,"jewish",0,0,0,0,0,0,-6.42293453216553,-5.59032499790192,-11.7611801624298,-1.47172018885612,2.02035516500473
0,0,0,0,1,41,1,16000,"jewish",0,1,0,0,0,1,0.780739337205887,8.30446481704712,1.96216762065887,-9.04596030712128,-10.4670298099518
1,1,0,0,1,24,0,12000,"jewish",1,0,0,0,0,0,-10.899418592453,-10.1081895828247,-11.7611801624298,-4.63898330926895,-5.20513653755188
1,1,0,1,0,41,1,24000,"jewish",0,0,0,1,0,0,-6.31746411323547,-1.07246145606041,NA,-5.49483776092529,-0.459741950035095
1,0,0,0,1,40,1,12000,"jewish",0,1,0,0,0,0,-1.37546166777611,-5.59032499790192,-11.7611801624298,-3.14183980226517,3.90124201774597
1,1,0,1,0,22,0,16000,"jewish",1,0,0,0,0,0,-10.899418592453,-10.1081895828247,NA,7.69972741603851,NA
1,1,0,1,0,65,0,12000,"jewish",1,1,0,0,0,0,-6.31746411323547,-5.76120495796204,-0.072724437341094,3.46032649278641,7.54073619842529
1,1,0,0,1,36,0,16000,"jewish",0,1,0,0,0,0,-1.67689740657806,8.47229301929474,4.65718269348145,-1.5289705991745,3.43948006629944
1,1,0,1,1,53,1,16000,"jewish",0,1,0,0,0,0,2.84644603729248,6.13097250461578,-2.69221663475037,-5.98661780357361,-6.44456565380096
1,1,0,0,1,40,1,24000,"jewish",0,1,0,0,1,1,12.730450630188,10.8283090591431,14.1161584854126,-2.69002676010132,-6.84224367141724
1,1,0,0,0,24,0,0,"jewish",1,0,1,1,0,0,-6.25885248184204,-10.1081895828247,-6.76200032234192,-4.54304277896881,-8.84905338287354
0,0,0,0,1,51,1,24000,"jewish",0,1,0,0,0,0,17.6724529266357,18.0317425727844,NA,-11.7012619972229,NA
1,1,1,0,0,72,1,24000,"jewish",0,1,1,1,0,0,2.90505766868591,1.26580819487572,-0.192626863718033,-14.3314743041992,3.26862871646881
1,1,0,0,1,31,0,12000,"jewish",0,0,0,0,0,0,17.6724529266357,18.0317425727844,14.1161584854126,2.4541799724102,6.22127652168274
0,0,0,0,0,54,1,16000,"jewish",0,1,0,0,0,1,5.80478250980377,3.62182378768921,9.38625156879425,1.72225326299667,3.89239728450775
0,0,0,0,1,39,1,16000,"jewish",0,1,1,0,0,1,-1.84097975492477,-7.93469667434692,-2.57231414318085,-1.31150722503662,-6.13894641399384
1,1,0,1,0,41,1,12000,"jewish",1,0,0,0,0,0,-10.899418592453,1.61310866475105,-4.53252136707306,-3.00720870494843,2.34684690833092
1,1,0,1,0,50,1,16000,"jewish",1,1,0,0,0,0,5.74617147445679,13.3491015434265,NA,-5.30825972557068,0.570046752691269
1,1,0,1,1,36,0,12000,"jewish",0,1,0,0,1,1,8.14849555492401,6.31044447422028,9.26634967327118,2.21403300762177,-1.69474810361862
1,1,0,0,0,40,1,16000,"jewish",0,1,0,1,0,0,-1.84097975492477,1.10103085637093,-2.69221663475037,-5.96393406391144,-9.5452481508255
1,0,1,0,0,62,1,12000,"jewish",0,1,0,0,0,1,10.1087319850922,5.78672349452972,-0.147409252822399,-4.70693737268448,-0.216464530676603
1,0,0,1,0,50,0,8000,"jewish",0,1,0,0,0,1,10.3867375850677,13.3460509777069,14.1161584854126,5.91466546058655,4.04361516237259
0,0,0,0,0,56,1,16000,"jewish",1,1,0,0,0,0,8.14849555492401,5.96009314060211,NA,-2.66203999519348,NA
1,1,1,0,0,24,0,16000,"jewish",0,0,0,0,0,0,-3.63713353872299,-0.728211849927902,-6.9113701581955,-1.67027816176414,-2.00921207666397
1,1,0,1,0,59,0,8000,"jewish",1,0,0,0,0,0,-10.899418592453,-7.93469667434692,-4.26241099834442,8.20049226284027,8.4873104095459
1,1,0,0,0,33,0,12000,"jewish",0,1,1,1,0,0,-4.0206104516983,1.26580819487572,-4.72710847854614,-3.27244371175766,-0.840969681739807
1,1,0,1,1,33,0,3000,"jewish",0,1,1,0,0,0,-4.07922178506851,-5.76120495796204,-4.99721884727478,0.47723650932312,NA
1,1,0,1,1,32,1,12000,"jewish",0,0,1,0,0,0,-4.0206104516983,-0.728211849927902,2.30696275830269,-5.98661780357361,-7.44195640087128
1,1,1,0,0,40,1,8000,"jewish",1,1,1,1,0,0,-4.0206104516983,-5.42554795742035,0.196547657251358,-0.794639065861702,-0.825022310018539
1,1,0,1,1,49,1,12000,"jewish",0,1,0,0,0,0,0.584774389863014,-0.896040201187134,-0.072724437341094,-3.99769395589828,1.7103137075901
1,1,0,1,0,32,0,12000,"jewish",1,0,0,0,1,1,3.18306356668472,-0.89909128844738,NA,0.878379121422768,-1.77477955818176
1,1,1,0,0,60,0,12000,"jewish",0,1,0,0,0,1,10.1087319850922,NA,NA,-0.41858471930027,-5.19310891628265
1,1,1,0,1,38,0,8000,"jewish",0,1,0,0,0,1,17.6724529266357,15.6904220581055,14.1161584854126,-1.20648518204689,-0.686568915843964
1,1,0,1,1,53,0,12000,"jewish",0,1,0,0,0,0,-1.73550888895988,-1.07246145606041,-4.99721884727478,-6.72384798526764,-3.79803985357285
1,1,1,0,1,58,1,24000,"jewish",1,1,0,0,0,1,15.3521692752838,18.0317425727844,16.6157484054565,9.35786664485931,7.15508580207825
0,0,0,0,0,41,1,12000,"jewish",0,0,0,0,0,0,2.82301664352417,3.44235152006149,-0.192626863718033,-1.93011328577995,-3.42073142528534
0,0,0,0,1,60,1,12000,"jewish",1,1,0,0,0,1,3.28853458166122,13.1665778160095,7.15677261352539,4.70833837985992,0.462040156126022
0,0,0,0,1,62,1,12000,"jewish",0,1,1,1,0,0,-6.25885248184204,-10.1081895828247,-11.7611801624298,-1.44373327493668,-1.62798404693604
1,1,1,0,0,45,0,8000,"jewish",1,1,0,0,0,0,3.50792914628983,3.96912395954132,2.15759307146072,13.5782659053802,11.5784120559692
1,1,1,0,1,39,1,12000,"jewish",1,1,0,0,0,0,-6.34089350700378,-0.731262937188148,-2.45241165161133,-5.64144849777222,-9.39402997493744
1,0,0,1,0,53,1,12000,"jewish",0,1,1,1,0,0,-6.31746411323547,-10.1081895828247,-9.26159024238586,3.69757473468781,1.17418199777603
1,1,1,0,1,35,1,12000,"jewish",0,1,0,0,1,1,8.14849555492401,13.1665778160095,9.38625156879425,5.96533536911011,10.8910620212555
1,1,0,1,0,29,0,8000,"jewish",0,1,1,1,0,0,-6.31746411323547,-5.59032499790192,-9.5317006111145,-0.458551645278931,4.45332109928131
1,1,0,1,1,27,0,16000,"jewish",1,0,0,0,0,0,-3.99718075990677,-0.728211849927902,NA,-3.04049909114838,-3.31272482872009
1,0,0,1,0,28,0,0,"jewish",1,1,0,0,0,0,0.561344549059868,1.26580819487572,NA,-0.713083297014236,5.06506204605103
0,0,0,0,0,65,1,0,"jewish",1,0,0,0,0,0,12.7070212364197,10.6488370895386,9.65636193752289,-5.80003976821899,-13.5944485664368
1,1,1,0,1,74,0,12000,"jewish",0,0,0,1,1,0,0.561344549059868,-1.07246145606041,-0.267311744391918,-3.40997338294983,-1.70359313488007
1,1,1,0,1,48,1,16000,"jewish",0,0,0,0,0,1,15.3521692752838,15.6904220581055,11.6912543773651,1.62631258368492,7.07187175750732
1,1,0,0,0,33,0,8000,"jewish",1,1,0,0,0,1,10.4687786102295,6.30434274673462,NA,3.36438596248627,-5.43072462081909
0,0,0,0,0,61,1,24000,"jewish",0,1,0,0,0,1,3.12445223331451,10.8252573013306,NA,3.13784092664719,5.45071244239807
1,1,0,0,0,37,1,12000,"jewish",0,0,0,0,0,0,0.561344549059868,5.78367233276367,-2.30304196476936,2.32195377349854,NA
1,1,0,0,0,41,1,16000,"no religion",0,1,0,0,0,1,17.6724529266357,8.65176558494568,NA,-1.55165404081345,NA
1,1,1,0,1,57,1,8000,"jewish",0,0,0,0,0,1,-1.73550888895988,-1.07246145606041,-2.69221663475037,-1.47172018885612,6.058030128479
1,1,1,0,0,22,0,0,"jewish",1,0,1,1,0,0,-3.6957448720932,-3.06953251361847,2.15759307146072,6.50238573551178,-1.86241641640663
1,1,0,1,1,35,0,3000,"jewish",0,1,0,0,0,1,5.52677631378174,6.13097250461578,7.15677261352539,2.38622605800629,3.81678819656372
1,1,0,1,1,41,1,12000,"jewish",0,0,0,0,0,0,0.561344549059868,5.78367233276367,4.53644216060638,-5.96393406391144,2.56851464509964
1,1,1,0,0,29,1,12000,"jewish",1,0,0,0,0,0,-6.25885248184204,-10.1081895828247,-4.53252136707306,-1.91572844982147,5.84396839141846
1,1,0,1,1,35,1,12000,"jewish",1,1,1,1,0,0,-10.899418592453,-10.1081895828247,-11.7611801624298,1.79020702838898,-9.46521639823914
1,1,1,0,1,29,1,8000,"jewish",0,1,1,1,0,0,-10.899418592453,-7.7668684720993,-11.7611801624298,-13.5036075115204,-17.620096206665
0,0,0,0,0,34,1,12000,"jewish",0,0,0,1,0,0,-3.93856942653656,-3.08422714471817,-6.76200032234192,2.32195377349854,3.5030609369278
0,0,0,0,1,23,0,16000,"jewish",0,0,0,0,0,0,-1.75893858075142,3.61017972230911,0.00196043401956558,13.5782659053802,-3.16984891891479
1,1,1,0,0,42,1,16000,"other",1,0,0,1,0,0,-1.75893858075142,-0.728211849927902,NA,1.2795215845108,NA
1,0,0,1,0,58,0,8000,"jewish",1,0,0,0,0,1,17.6724529266357,11.1756098270416,9.26634967327118,-6.76921427249908,6.61895453929901
1,1,1,0,0,51,1,16000,"jewish",0,1,1,1,0,0,-10.899418592453,-10.1081895828247,-11.7611801624298,-2.12498977780342,-10.8723139762878
1,1,0,1,1,35,1,16000,"jewish",0,1,1,0,0,0,-10.899418592453,-10.1081895828247,-11.7611801624298,2.08642438054085,-2.08606064319611
1,1,0,1,0,46,1,16000,"jewish",0,0,1,1,0,0,-1.73550888895988,-3.4168329834938,-0.192626863718033,-7.81695008277893,-4.11568641662598
1,1,0,1,1,38,1,16000,"jewish",0,1,0,0,0,0,0.561344549059868,6.13097250461578,2.2322778403759,-5.13076305389404,-4.10808116197586
1,1,1,0,0,45,1,8000,"jewish",0,1,0,1,1,0,2.90505766868591,-10.1081895828247,-0.192626863718033,1.85285747051239,5.44628977775574
1,1,0,0,0,30,0,8000,"jewish",0,1,0,0,1,1,7.46358275413513,5.95455169677734,9.65636193752289,6.24785363674164,4.90181624889374
1,1,0,1,1,30,1,8000,"jewish",0,1,0,0,0,0,-1.26999080181122,-7.7668684720993,-9.45617735385895,0.341328792273998,1.63470476865768
1,1,0,1,0,38,1,12000,"jewish",0,0,0,0,0,0,-1.73550888895988,1.26885920763016,NA,-0.43586827814579,5.37068068981171
1,1,1,0,1,26,0,12000,"jewish",0,1,0,0,0,0,-3.99718075990677,-7.7668684720993,-9.5317006111145,6.03328943252563,-2.62979745864868
0,0,0,0,1,68,1,24000,"jewish",0,1,1,1,0,0,-10.899418592453,-10.1081895828247,NA,-2.70072996616364,-9.07638311386108
1,1,0,1,1,65,0,16000,"jewish",1,0,0,0,0,0,12.730450630188,-5.42554795742035,NA,0.946332886815071,-10.5617702007294
1,1,0,0,0,35,1,24000,"no religion",0,1,1,1,0,0,-6.34089350700378,-10.1081895828247,NA,-9.9524849653244,NA
1,1,0,0,1,43,1,16000,"jewish",1,1,0,0,0,1,3.48449945449829,3.96607309579849,7.15677261352539,-1.57964095473289,1.873559653759
0,0,0,0,0,58,0,3000,"jewish",0,1,0,0,0,0,15.3521692752838,15.6904220581055,9.4617748260498,9.7166383266449,8.00125896930695
0,0,0,0,1,59,1,8000,"jewish",1,1,0,1,0,0,-10.899418592453,-10.1081895828247,-11.7611801624298,-1.61960780620575,4.36126202344894
0,0,0,0,0,58,1,12000,"jewish",1,1,0,1,1,0,5.44473528862,-3.24900448322296,NA,1.0249900072813,-3.95244061946869
1,0,0,1,1,58,0,3000,"jewish",1,0,1,1,0,0,-6.25885248184204,-10.1081895828247,NA,-7.80334830284119,NA
1,1,1,0,1,53,1,12000,"jewish",0,1,0,0,0,1,17.6724529266357,8.65176558494568,7.15677261352539,-1.7662188410759,1.02738663554192
1,1,0,0,0,29,0,3000,"jewish",1,0,0,NA,0,NA,-3.99718075990677,NA,2.42602705955505,8.23677778244019,3.34031820297241
1,0,0,1,0,38,1,3000,"jewish",0,0,0,0,0,0,-1.84097975492477,NA,NA,-6.75021231174469,-8.30531656742096
0,0,0,0,1,72,0,12000,"jewish",0,1,0,0,1,1,12.730450630188,15.510950088501,11.9613647460938,-4.61099654436111,-4.17926788330078
1,0,1,0,0,29,1,3000,"jewish",1,1,1,1,0,0,-10.899418592453,-10.1081895828247,-4.26241099834442,6.15191340446472,NA
0,0,0,0,0,22,0,12000,"other",1,0,0,0,0,0,-6.34089350700378,-10.1081895828247,NA,9.35786664485931,NA
1,1,0,1,1,42,1,16000,"jewish",0,1,0,0,0,0,17.6724529266357,5.96314430236816,2.42686524987221,1.41174778342247,3.5779333114624
1,1,0,1,0,35,0,8000,"jewish",0,0,0,0,0,1,10.7116031646729,3.96912395954132,6.88750028610229,3.36438596248627,3.42745214700699
1,1,0,1,0,30,0,3000,"jewish",1,0,0,0,0,0,-6.34089350700378,-5.42554795742035,-7.03211069107056,2.6407578587532,3.04180175065994
1,1,0,1,0,21,0,12000,"jewish",1,1,0,1,0,0,3.18306356668472,-0.896040201187134,-11.7611801624298,-5.77205300331116,-4.95425403118134
0,0,0,0,1,35,1,24000,"jewish",0,1,1,1,0,0,5.24877071380615,3.61017972230911,2.30696275830269,-2.87660479545593,-12.2629606723785
1,1,0,0,1,53,1,24000,"jewish",0,1,0,0,0,0,-4.0206104516983,1.27191036939621,2.42602705955505,-9.40183222293854,-13.1211614608765
1,0,0,1,0,27,1,12000,"jewish",0,0,0,0,0,0,12.730450630188,NA,NA,10.5868768692017,NA
1,0,1,0,1,65,1,16000,"jewish",1,1,0,0,0,0,8.06645452976227,10.6457853317261,6.88666224479675,-2.02075064182281,NA
0,0,0,0,1,72,1,8000,"jewish",1,0,0,0,0,0,10.7116031646729,15.6904220581055,9.19166445732117,-2.74069726467133,-1.15911945700645
1,1,1,0,0,50,1,12000,"jewish",1,0,0,0,0,0,-10.899418592453,-10.1081895828247,-9.26159024238586,0.437269471585751,5.14827609062195
1,1,0,1,0,23,0,12000,"jewish",1,0,0,0,0,0,10.3633081912994,8.30141365528107,2.42686524987221,8.23677778244019,4.03085082769394
0,0,0,0,0,40,1,12000,"jewish",0,1,0,0,0,0,-6.42293453216553,-10.1081895828247,NA,-3.83379966020584,3.90000253915787
1,1,0,1,0,36,0,12000,"jewish",1,1,1,1,0,0,-6.25885248184204,-5.76120495796204,-2.30304196476936,2.20332980155945,-10.7846772670746
1,1,1,0,1,69,1,3000,"jewish",1,0,0,0,0,1,12.730450630188,15.510950088501,16.6157484054565,-5.78643798828125,6.91623151302338
1,0,1,0,1,63,0,12000,"jewish",1,1,0,0,0,1,12.730450630188,18.0317425727844,NA,-4.03766095638275,-3.55157971382141
0,0,0,0,0,40,1,12000,"jewish",0,1,0,1,0,0,8.14849555492401,3.95748019218445,2.15759307146072,0.946332886815071,-1.39355167746544
0,0,0,0,0,81,0,0,"jewish",0,0,1,1,0,0,-8.57913553714752,-10.1081895828247,-11.7611801624298,5.78243911266327,-4.405357837677
0,0,0,0,0,40,1,12000,"jewish",0,1,0,0,0,0,-3.97375106811523,1.44833132624626,NA,4.01637881994247,-2.10127115249634
1,1,1,0,0,35,1,12000,"jewish",0,0,0,0,0,0,-4.0206104516983,-5.42554795742035,-4.53252136707306,-4.06034409999847,-2.70540654659271
1,0,1,0,1,69,1,8000,"jewish",1,0,0,0,0,1,13.0318868160248,13.3491015434265,9.1169798374176,3.33271741867065,3.41468751430511
0,0,0,0,1,62,1,12000,"jewish",0,0,0,1,0,0,-6.31746411323547,-1.07246145606041,NA,7.69972741603851,-5.80927193164825
1,1,0,0,1,51,1,16000,"jewish",0,1,0,0,0,1,5.44473528862,8.30751597881317,NA,0.906365886330605,-2.70858943462372
1,0,0,1,0,74,0,3000,"jewish",1,0,0,0,0,0,-1.480932533741,-3.41988414525986,NA,6.2198668718338,NA
1,0,1,0,1,36,1,12000,"jewish",0,1,1,1,0,0,-4.07922178506851,-0.728211849927902,-4.92169588804245,-3.61383497714996,0.236452668905258
0,0,0,0,0,47,0,3000,"jewish",1,0,0,1,0,0,-10.899418592453,-10.1081895828247,-6.76200032234192,0.946332886815071,3.5030609369278
1,1,1,0,1,59,1,16000,"jewish",0,1,0,0,0,0,8.14849555492401,-0.896040201187134,4.65718269348145,-14.7326171398163,-2.17688024044037
0,0,0,0,1,44,1,16000,"jewish",0,1,0,0,1,1,5.46816527843475,1.2774521112442,NA,-2.86222010850906,4.05564308166504
1,1,0,1,0,56,1,16000,"jewish",0,0,0,0,1,0,-5.65598130226135,-0.728211849927902,-4.48646545410156,14.5527446269989,12.985508441925
1,1,0,1,0,26,0,3000,"jewish",0,0,0,0,0,0,10.3867375850677,8.30446481704712,4.53644216060638,-4.77489113807678,-2.62537509202957
1,1,0,0,1,58,1,12000,"jewish",0,1,1,1,0,0,0.666815489530563,6.13097250461578,-2.49762922525406,2.85532265901566,2.64854609966278
1,1,0,1,0,44,1,8000,"jewish",1,1,1,1,0,0,-10.899418592453,-7.7668684720993,-9.26159024238586,3.49371343851089,1.40027239918709
1,1,1,0,0,43,1,24000,"jewish",0,1,0,0,1,1,5.52677631378174,3.78965198993683,4.73186761140823,-2.26089745759964,-4.1633203625679
1,1,1,0,1,74,1,12000,"jewish",1,0,0,0,0,1,12.730450630188,10.8252573013306,6.96218490600586,-2.87660479545593,-9.55677330493927
0,0,0,0,1,36,1,16000,"jewish",0,1,0,0,0,0,-1.65346771478653,-1.07551239430904,2.42770329117775,-8.19010615348816,-2.47807711362839
1,0,1,0,0,54,1,12000,"jewish",1,1,1,1,0,0,2.79958665370941,-1.07551239430904,-0.072724437341094,0.383700579404831,-3.25748562812805
1,1,0,1,1,40,1,16000,"jewish",0,1,0,0,0,0,8.14849555492401,-3.06953251361847,NA,-6.87045872211456,-8.0669641494751
1,1,0,1,0,28,0,8000,"jewish",1,0,1,1,0,0,-6.25885248184204,-5.42554795742035,-9.26159024238586,5.8294278383255,-5.26429533958435
1,1,1,0,0,40,1,8000,"jewish",1,0,1,1,0,0,-8.57913553714752,-5.42554795742035,0.196547657251358,8.70587408542633,9.57160234451294
0,0,0,0,1,32,1,12000,"jewish",1,1,0,0,0,1,8.06645452976227,NA,NA,4.84424620866776,NA
1,1,0,1,0,35,1,12000,"jewish",0,0,0,1,0,0,-10.899418592453,-10.1081895828247,-11.7611801624298,-5.61346173286438,-5.65363168716431
1,0,0,1,0,35,1,8000,"jewish",1,0,0,0,0,1,10.3867375850677,NA,4.65718269348145,7.26229906082153,8.55015516281128
1,1,0,0,1,72,0,24000,"jewish",1,1,0,0,0,0,-10.899418592453,-10.1081895828247,-4.99721884727478,-7.17566072940826,-13.5188400745392
1,1,0,1,1,37,1,16000,"jewish",0,1,0,0,0,0,15.0507342815399,8.83428931236267,11.8866801261902,1.9261147081852,-7.23107695579529
1,1,1,0,0,36,0,12000,"no religion",1,1,0,0,1,1,10.3867375850677,15.6904220581055,NA,9.61239814758301,NA
0,0,0,0,1,59,1,12000,"jewish",1,0,0,0,0,0,0.88621012866497,6.13097250461578,9.65636193752289,-6.93310916423798,-2.71743416786194
1,1,0,0,0,27,1,12000,"jewish",0,0,0,0,0,0,-6.25885248184204,5.95150053501129,NA,10.6548309326172,6.99626266956329
0,0,0,0,0,36,1,12000,"jewish",0,1,0,0,1,1,8.14849555492401,10.9930860996246,7.15677261352539,-8.28074276447296,-1.6159562766552
1,1,0,1,0,39,1,12000,"jewish",1,0,0,0,0,0,12.730450630188,13.169629573822,4.73186761140823,0.369315706193447,-2.01363444328308
1,0,0,1,0,48,1,12000,"jewish",0,0,0,1,0,0,-10.899418592453,-3.08422714471817,-11.7611801624298,-5.78275620937347,-9.41316068172455
1,1,0,1,0,52,1,12000,"jewish",1,0,0,0,0,0,-10.899418592453,-0.728211849927902,NA,-3.8230961561203,-6.36135101318359
1,1,0,1,0,67,1,12000,"jewish",0,0,0,0,0,0,5.52677631378174,6.13097250461578,4.65718269348145,0.570278316736221,2.43006110191345
1,1,1,0,1,29,0,12000,"no religion",0,0,0,0,1,1,5.74617147445679,6.31044447422028,NA,-2.80865103006363,NA
1,1,1,0,0,29,0,12000,"jewish",0,0,1,1,0,0,-4.0206104516983,-3.25205564498901,-4.99721884727478,0.451654195785522,-7.05312311649323
1,1,1,0,0,40,1,0,"jewish",1,1,0,0,1,0,0.584774389863014,-7.76381731033325,NA,0.957036241889,NA
1,0,1,0,0,64,0,8000,"jewish",1,0,0,0,0,0,5.91025352478027,18.0317425727844,7.15677261352539,3.36438596248627,1.18178747594357
1,1,0,0,0,33,1,8000,"jewish",1,0,0,0,0,0,-10.899418592453,-10.1081895828247,NA,1.44513458013535,5.21946310997009
0,0,0,0,1,23,0,3000,"jewish",1,0,0,0,0,0,-10.899418592453,-1.07551239430904,0.121862785890698,-10.1390624046326,NA
1,1,1,0,0,41,0,3000,"jewish",0,0,0,0,0,0,-6.42293453216553,-5.59032499790192,-4.99721884727478,8.05019974708557,7.30630397796631
1,1,1,0,0,41,1,12000,"jewish",0,0,0,0,0,0,2.90505766868591,5.78367233276367,7.15677261352539,0.946332886815071,0.712922737002373
1,1,1,0,1,32,1,12000,"jewish",1,1,0,0,0,0,-10.899418592453,-5.42554795742035,NA,-3.87376666069031,-0.372105091810226
1,1,0,0,0,32,0,3000,"jewish",0,1,1,1,0,0,0.968251377344131,-0.728211849927902,7.15677261352539,-2.22093030810356,-11.6308498382568
1,1,1,0,0,36,1,24000,"jewish",0,0,0,0,0,0,0.584774389863014,1.44833132624626,NA,3.96570861339569,NA
1,0,0,1,1,36,0,8000,"jewish",1,1,0,0,0,1,-3.99718075990677,-3.4168329834938,0.196547657251358,-1.44211143255234,1.10225901007652
1,1,1,0,0,42,1,12000,"jewish",1,0,0,0,0,0,3.18306356668472,-3.4168329834938,2.42686524987221,0.301361847668886,3.88797461986542
0,0,0,0,0,69,0,12000,"jewish",1,0,1,1,0,0,0.666815489530563,-5.76120495796204,NA,0.946332886815071,-2.18006312847137
0,0,0,0,0,32,1,12000,"jewish",1,1,0,0,0,1,8.14849555492401,18.0317425727844,11.6912543773651,-0.00384001061320305,5.91123461723328
0,0,0,0,0,37,1,16000,"jewish",0,1,0,0,0,0,0.479303598403931,-0.731262937188148,-0.072724437341094,-1.36507630348206,-2.00921207666397
1,1,1,0,0,64,0,24000,"jewish",0,0,0,0,0,0,10.1087319850922,10.6488370895386,9.38625156879425,-0.204019974917173,2.1079920232296
1,1,0,0,1,34,1,16000,"jewish",0,0,0,0,0,0,-4.07922178506851,-1.07856348156929,0.00196043401956558,-0.0121388584375381,-4.88306760787964
1,1,1,0,0,32,1,8000,"no religion",0,0,0,0,1,0,-4.10265147686005,6.30739390850067,NA,-14.9871492385864,NA
