"assettreat","asset_comp","isrstock","palstock","tradestock6all","age","married","faminc","religion","female","BA_or_higher","right_2013","right_2015","left_2013","left_2015","p_index_2013","p_index_2015","p_index_2016","e_index_2013","e_index_2015"
0,0,0,0,0,55,1,12000,"jewish",0,0,0,0,0,0,5.52677631378174,6.31044447422028,4.65718269348145,7.03575432300568,9.48838770389557
1,0,0,1,0,47,1,12000,"jewish",0,1,0,0,0,0,17.6724529266357,-10.1081895828247,7.15677261352539,-11.1851763725281,-9.4735586643219
1,0,0,1,0,23,0,0,"jewish",1,0,1,1,0,0,-6.25885248184204,-10.1081895828247,-4.53252136707306,0.849115252494812,1.48790925741196
1,1,0,1,0,50,1,12000,"jewish",0,0,0,0,1,1,0.88621012866497,-3.4168329834938,6.96134686470032,0.301361847668886,-0.296496096998453
1,1,1,0,1,61,1,12000,"jewish",0,0,0,0,0,1,8.14849555492401,8.65176558494568,7.15677261352539,-9.26052510738373,-5.50315022468567
1,0,0,1,0,33,1,3000,"jewish",0,1,0,0,0,0,-10.899418592453,-10.1081895828247,-11.7611801624298,2.89528965950012,3.42745214700699
0,0,0,0,1,35,0,8000,"jewish",0,1,0,1,0,0,3.48449945449829,-0.896040201187134,-6.9113701581955,-3.92974019050598,-9.5452481508255
0,0,0,0,1,38,1,24000,"jewish",0,1,0,1,0,0,5.44473528862,-10.1081895828247,4.4617572426796,-4.1871702671051,-2.94744431972504
0,0,0,0,0,42,1,12000,"jewish",0,0,0,1,0,0,-1.37546166777611,-10.1081895828247,NA,-6.84247195720673,-7.51756548881531
1,1,1,0,0,49,0,8000,"jewish",1,0,0,0,0,0,10.3867375850677,10.9930860996246,6.96134686470032,2.73669838905334,2.9585874080658
1,1,0,1,1,37,0,3000,"jewish",0,1,1,1,0,0,-10.899418592453,-10.1081895828247,-11.7611801624298,-1.17849834263325,-5.96809566020966
1,1,1,0,0,52,1,12000,"jewish",1,0,0,0,0,0,-1.7003270983696,-10.1081895828247,4.65718269348145,2.92327642440796,-1.93042010068893
0,0,0,0,0,33,0,12000,"jewish",1,1,0,0,1,1,-1.73550888895988,-0.904633104801178,4.65718269348145,14.5527446269989,10.4933834075928
1,1,1,0,0,39,1,12000,"jewish",1,1,0,0,0,1,5.52677631378174,6.13097250461578,2.50238806009293,3.80181401968002,0.62528595328331
1,1,1,0,0,39,0,12000,"jewish",1,1,1,1,0,0,-1.24656118452549,-5.4224967956543,NA,-16.4670097827911,-17.7833414077759
0,0,0,0,0,40,1,16000,"jewish",1,1,0,0,1,1,5.44473528862,10.8252573013306,11.6912543773651,-0.690399929881096,0.486095696687698
1,1,0,1,1,25,0,24000,"jewish",0,0,0,0,0,0,-1.7003270983696,3.61017972230911,9.65636193752289,-8.72715592384338,7.76682674884796
1,1,1,0,0,63,1,16000,"jewish",0,1,0,0,0,0,5.44473528862,8.30751597881317,6.96134686470032,-0.458551645278931,-1.70359313488007
1,1,0,1,1,44,1,8000,"jewish",0,0,1,1,0,0,3.50792914628983,-0.728211849927902,9.19166445732117,3.40067148208618,-2.71619498729706
1,1,0,0,0,36,0,12000,"jewish",0,0,0,0,0,0,8.2305371761322,3.95748019218445,-2.03293174505234,-3.06318253278732,-5.19310891628265
1,1,0,1,0,24,0,8000,"jewish",1,0,0,0,0,0,-6.34089350700378,-1.07551239430904,-2.49762922525406,0.906365886330605,2.1079920232296
1,0,1,0,0,47,0,8000,"jewish",0,1,1,1,0,0,-3.71917456388474,-3.06953251361847,-2.376888692379,8.6379200220108,11.0543084144592
1,1,1,0,1,62,1,8000,"jewish",0,1,0,0,0,0,0.780739337205887,5.96314430236816,NA,3.40067148208618,12.5878310203552
1,1,0,1,1,65,1,12000,"jewish",0,0,0,0,0,0,5.52677631378174,8.65176558494568,7.15677261352539,-9.68435108661652,-2.94744431972504
1,1,0,1,1,30,1,12000,"jewish",1,1,0,0,0,1,5.80478250980377,-0.728211849927902,2.42686524987221,2.20332980155945,NA
0,0,0,0,0,44,0,0,"jewish",1,1,1,1,0,0,-8.66117715835571,-10.1081895828247,-11.7611801624298,-4.30579483509064,6.14566743373871
0,0,0,0,0,54,0,12000,"jewish",1,1,0,0,0,0,-10.899418592453,-10.1081895828247,-7.30222105979919,-4.19257044792175,-10.3113901615143
1,1,1,0,0,36,1,8000,"jewish",0,1,0,0,0,0,0.862780436873436,-0.896040201187134,NA,0.38659930229187,1.79795056581497
