IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,ITA,Italy,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0001,,,,,,0.000105991,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,FRA,France,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0001,,,,,,0.000108742,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0001,,,,,,0.000110896,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,USA,United States of America,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0001,,,,,,0.000122231,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,ITA,Italy,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0001,,,,,,0.000128494,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,USA,United States of America,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0001,,,,,,0.000128753,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,ITA,Italy,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0001,,,,,,0.000131587,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0001,,,,,,0.000131825,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,ITA,Italy,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0001,,,,,,0.000140719,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,CHN,China,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0001,,,,,,0.000143695,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,FRA,France,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0001,,,,,,0.000144567,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,CUB,Cuba,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0001,,,,,,0.000146299,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0001,,,,,,0.000149262,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,DEU,Germany,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0001,,,,,,0.000149656,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,FRA,France,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0002,,,,,,0.00016034,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0002,,,,,,0.000163808,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,USA,United States of America,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0002,,,,,,0.000168427,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,ITA,Italy,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,0.0002,,,,,,0.000168543,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0002,,,,,,0.000171217,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,DEU,Germany,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0002,,,,,,0.000173851,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,DEU,Germany,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0002,,,,,,0.000179246,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,FRA,France,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0002,,,,,,0.000181537,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,CUB,Cuba,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0002,,,,,,0.000183382,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0002,,,,,,0.00018685,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,DEU,Germany,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,0.0002,,,,,,0.000190754,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0002,,,,,,0.000193875,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,0.0002,,,,,,0.000196189,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,ITA,Italy,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,0.0002,,,,,,0.00019667,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,BRA,Brazil,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0002,,,,,,0.000199424,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0002,,,,,,0.000199912,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,CHN,China,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0002,,,,,,0.000203856,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,FRA,France,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,0.0002,,,,,,0.000207655,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,0.0002,,,,,,0.00020892,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,USA,United States of America,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0002,,,,,,0.00021421,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,CUB,Cuba,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0002,,,,,,0.000215334,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0002,,,,,,0.000224253,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,CHN,China,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0002,,,,,,0.000224651,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,BRA,Brazil,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0002,,,,,,0.000229003,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0002,,,,,,0.000230383,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,CUB,Cuba,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0002,,,,,,0.0002332,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0002,,,,,,0.000234985,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,DEU,Germany,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,0.0002,,,,,,0.000236058,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,CHN,China,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0002,,,,,,0.000239979,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,BRA,Brazil,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0002,,,,,,0.000245444,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,FRA,France,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,0.0002,,,,,,0.000245667,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,ITA,Italy,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,0.0002,,,,,,0.0002483,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0002,,,,,,0.000249073,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,0.0003,,,,,,0.000252168,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0003,,,,,,0.000263714,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,0.0003,,,,,,0.000271029,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0003,,,,,,0.000272976,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,CHN,China,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0003,,,,,,0.000275595,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,USA,United States of America,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0003,,,,,,0.000276957,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0003,,,,,,0.000279935,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,USA,United States of America,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0003,,,,,,0.000286894,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AFR,Africa,Country,DZA,Algeria,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0003,,,,,,0.000300468,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,DEU,Germany,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0003,,,,,,0.000300897,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,CUB,Cuba,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,0.0003,,,,,,0.000301881,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,CUB,Cuba,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0003,,,,,,0.000306867,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0003,,,,,,0.000307222,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0003,,,,,,0.000313877,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0003,,,,,,0.000320378,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,CHN,China,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,0.0003,,,,,,0.00032086,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,CUB,Cuba,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0003,,,,,,0.000327027,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0003,,,,,,0.000328565,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,0.0003,,,,,,0.000329649,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0003,,,,,,0.000330406,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,ITA,Italy,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0003,,,,,,0.000332152,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,FRA,France,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,0.0003,,,,,,0.000338282,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,CHN,China,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,0.0003,,,,,,0.000342077,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0004,,,,,,0.000352318,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,FRA,France,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0004,,,,,,0.000356129,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,DEU,Germany,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,0.0004,,,,,,0.000357611,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,CHN,China,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0004,,,,,,0.000362115,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AFR,Africa,Country,DZA,Algeria,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0004,,,,,,0.000365858,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,BRA,Brazil,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0004,,,,,,0.000371744,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,0.0004,,,,,,0.000378741,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,BRA,Brazil,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0004,,,,,,0.000380428,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0004,,,,,,0.000381572,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AFR,Africa,Country,DZA,Algeria,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0004,,,,,,0.0003828,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AFR,Africa,Country,DZA,Algeria,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0004,,,,,,0.000397761,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,CHN,China,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0004,,,,,,0.000399053,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0004,,,,,,0.000409419,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AMR,Americas,Country,CUB,Cuba,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,0.0004,,,,,,0.000411251,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0004,,,,,,0.000412847,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,ITA,Italy,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,35-39 years,AGEGROUP_AGE35-39,,,,,,,0.0004,,,,,,0.000417981,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,0.0004,,,,,,0.000420816,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2015,FALSE,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,0.0004,,,,,,0.000428279,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,AFR,Africa,Country,DZA,Algeria,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0004,,,,,,0.0004341,,,EN,2020-12-05T18:30:00.000Z
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,FALSE,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,0.0004,,,,,,0.000437086,,,EN,2020-12-05T18:30:00.000Z
