,,"2019","2019","2019","2015","2015","2015","2010","2010","2010","2005","2005","2005","2000","2000","2000"
"Indicator","Age Group","Both sexes","Male","Female","Both sexes","Male","Female","Both sexes","Male","Female","Both sexes","Male","Female","Both sexes","Male","Female"
"nqx - probability of dying between ages x and x+n","10-14 years","0.002708465","0.002680236","0.002739808","0.003171783","0.00326672","0.00306525","0.003972726","0.004212572","0.003703157","0.00485304","0.004834722","0.004873533","0.005662824","0.005512758","0.005828657"
"nqx - probability of dying between ages x and x+n","15-19  years","0.004184859","0.003950777","0.004447996","0.004494299","0.00445238","0.004541426","0.006186723","0.005821532","0.006595715","0.007723489","0.007096565","0.008416836","0.008806352","0.007665429","0.010059457"
"nqx - probability of dying between ages x and x+n","20-24 years","0.006485019","0.006811558","0.006117568","0.006288535","0.006710147","0.005815411","0.009195191","0.009373755","0.008997066","0.010181898","0.009973818","0.010411254","0.012179647","0.011144105","0.013306499"
"nqx - probability of dying between ages x and x+n","25-29 years","0.007464145","0.00837913","0.006439773","0.007427864","0.008285121","0.006476665","0.010905354","0.012269366","0.009398837","0.012087736","0.013035016","0.011054143","0.014427332","0.014811627","0.01400995"
"nqx - probability of dying between ages x and x+n","30-34 years","0.00949139","0.011478491","0.007295565","0.009706236","0.011627211","0.007591035","0.012398802","0.014387224","0.010234029","0.014330898","0.016873055","0.011571841","0.016022215","0.017582815","0.01432184"
"nqx - probability of dying between ages x and x+n","35-39 years","0.012658381","0.015821844","0.009200403","0.013314534","0.01655396","0.009807714","0.016636816","0.021128234","0.011784596","0.017234322","0.021220571","0.012906607","0.019112055","0.022817485","0.0150519"
"nqx - probability of dying between ages x and x+n","40-44 years","0.016654925","0.020090131","0.012973852","0.017531143","0.020540202","0.014314929","0.020022286","0.025462746","0.014161341","0.021499961","0.026858433","0.015671614","0.022680842","0.027269568","0.017638053"
"nqx - probability of dying between ages x and x+n","45-49 years","0.023669042","0.029447267","0.017542336","0.025316319","0.031397133","0.018839268","0.029151995","0.035888222","0.021903126","0.029330023","0.035871369","0.02221641","0.032817142","0.039612321","0.025357658"
"nqx - probability of dying between ages x and x+n","50-54 years","0.038240089","0.042561685","0.033696432","0.043411071","0.047267843","0.039332813","0.040039483","0.04858002","0.030881025","0.04079435","0.050691558","0.030085042","0.047744654","0.057332829","0.037731144"
"nqx - probability of dying between ages x and x+n","55-59 years","0.05724514","0.068028826","0.045933311","0.062961849","0.074333209","0.050957747","0.060820755","0.075750539","0.044902986","0.060977688","0.071080256","0.050661366","0.07546946","0.0882144","0.062467082"
"nqx - probability of dying between ages x and x+n","60-64 years","0.084120207","0.094373468","0.073518588","0.090094787","0.10062751","0.079172249","0.093050065","0.110827872","0.075170216","0.097164652","0.111613682","0.082806437","0.105911562","0.121870652","0.090287755"
"nqx - probability of dying between ages x and x+n","65-69 years","0.124739142","0.138211668","0.111070905","0.127770542","0.141872765","0.113996238","0.151897462","0.175658893","0.128709956","0.146651652","0.168308066","0.126105245","0.170576559","0.192552975","0.149351732"
"nqx - probability of dying between ages x and x+n","70-74 years","0.186887897","0.201958545","0.172707315","0.188570966","0.204164876","0.173969327","0.211113979","0.233634856","0.190369429","0.224461309","0.24807274","0.202522627","0.258317586","0.279839391","0.237336984"
"nqx - probability of dying between ages x and x+n","75-79 years","0.271646436","0.291755136","0.253547672","0.278786769","0.300176146","0.259913705","0.297672185","0.32574609","0.272263594","0.340140239","0.360233965","0.321372365","0.383160113","0.399359539","0.367721291"
"nqx - probability of dying between ages x and x+n","80-84 years","0.426083727","0.440662915","0.413840011","0.451517351","0.47241796","0.433506328","0.395255726","0.416182465","0.376579505","0.494510643","0.506198311","0.48408005","0.542814906","0.549202425","0.537111546"
"nqx - probability of dying between ages x and x+n","85+ years","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"lx - number of people left alive at age x","<1 year","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05","1.00E+05"
"lx - number of people left alive at age x","1-4 years","97220.56547","97215.91204","97225.68238","96334.94039","96371.96696","96294.04442","95540.97714","95598.85378","95477.71522","94398.20202","94494.27351","94291.26698","93329.79729","93345.82322","93311.99135"
"lx - number of people left alive at age x","5-9 years","96616.47184","96674.91089","96552.18905","95481.30292","95628.14977","95319.80491","94241.23208","94501.32389","93954.63296","92537.4378","92928.11422","92102.77159","90843.55795","91291.69221","90345.26285"
"lx - number of people left alive at age x","10-14 years","96347.13531","96433.57979","96252.01291","95144.87845","95334.68091","94935.98243","93764.30028","94097.68506","93395.98116","91892.24438","92383.9247","91345.32242","90016.25288","90606.37276","89361.18801"
"lx - number of people left alive at age x","15-19  years","96086.18246","96175.11504","95988.30088","94843.09953","95023.24923","94644.97986","93391.80038","93701.29176","93050.12117","91446.28766","91937.27408","90900.14799","89506.50667","90106.88175","88840.33233"
"lx - number of people left alive at age x","20-24 years","95684.07538","95795.14857","95561.34527","94416.84625","94600.16964","94215.15672","92814.01123","93155.80669","92436.3891","90740.00328","91284.83521","90135.05637","88718.28088","89416.17386","87946.64682"
"lx - number of people left alive at age x","25-29 years","95063.56233","95142.6344","94976.74225","93823.10256","93965.38858","93667.25687","91960.56869","92282.58702","91604.7328","89816.09785","90374.37684","89196.63739","87637.72353","88419.7106","86776.38482"
"lx - number of people left alive at age x","30-34 years","94353.99409","94345.42192","94365.11357","93126.19735","93186.87393","93060.60545","90957.70615","91150.33818","90743.75483","88730.42458","89196.3454","88210.64503","86373.34496","87110.07083","85560.65202"
"lx - number of people left alive at age x","35-39 years","93458.44353","93262.47881","93676.66675","92222.29246","92103.3705","92354.17916","89829.93958","89838.93786","89815.0806","87458.83792","87691.33058","87189.88545","84989.45268","85578.43053","84335.26602"
"lx - number of people left alive at age x","40-44 years","92275.41097","91786.89442","92814.8037","90994.39565","90578.69502","91448.39581","88335.4554","87940.79973","88756.64617","85951.54413","85830.47051","86064.55986","83365.12959","83625.74598","83065.86001"
"lx - number of people left alive at age x","45-49 years","90738.57091","89942.88366","91610.63818","89399.15988","88718.19033","90139.31856","86566.77769","85701.58547","87499.73299","84103.58926","83525.1986","84715.78926","81474.33824","81345.30805","81600.73994"
"lx - number of people left alive at age x","50-54 years","88590.87584","87294.31158","90003.57361","87135.90221","85932.69354","88441.15974","84043.18343","82625.90792","85583.21533","81636.82907","80529.0354","82833.70858","78800.58335","78123.03159","79531.53631"
"lx - number of people left alive at age x","55-59 years","85203.15283","83578.91863","86970.7743","83353.23935","81870.84046","84962.52014","80678.13784","78611.93963","82940.31794","78306.50769","76446.89316","80341.65295","75038.27677","73644.01719","76530.72049"
"lx - number of people left alive at age x","60-64 years","80325.68643","77893.14288","82975.91869","78105.16529","75785.11815","80633.02154","75771.23259","72657.04282","79216.04996","73531.5579","71013.02842","76271.43508","69375.17854","67147.55443","71750.06968"
"lx - number of people left alive at age x","65-69 years","73568.67305","70542.09687","76875.64628","71068.29703","68159.05038","74249.12389","68720.71451","64604.61736","73261.36241","66386.88969","63087.00285","69955.66929","62027.54502","58964.23816","65271.91697"
"lx - number of people left alive at age x","70-74 years","64391.77989","60792.35597","68336.99872","61987.86219","58489.13747","65785.00305","58282.21241","53256.24179","63831.8957","56651.14265","52468.9514","61133.89244","51447.09985","47610.4987","55523.44311"
"lx - number of people left alive at age x","75-79 years","52357.73557","48514.82021","56534.69914","50298.75116","46547.70997","54340.43034","45978.02267","40813.72743","51680.25417","43935.153","39452.83488","48752.89595","38157.40919","34287.20575","42345.67656"
"lx - number of people left alive at age x","80-84 years","38134.94332","34360.37223","42200.45777","36276.12484","32575.19776","40216.60776","32291.64421","27518.81531","37609.60241","28991.03955","25240.58376","33085.06246","23537.01199","20594.28307","26774.2697"
"lx - number of people left alive at age x","85+ years","21886.26452","19219.03046","24736.21985","19896.82505","17186.08928","22782.45379","19528.18692","16065.96693","23446.59694","14654.66194","12463.8429","17069.24379","10760.77104","9283.852866","12393.50032"
"ndx - number of people dying between ages x and x+n","<1 year","2779.434531","2784.087961","2774.31762","3665.059606","3628.033045","3705.955578","4459.022859","4401.146224","4522.284783","5601.797976","5505.726491","5708.733018","6670.202707","6654.176783","6688.008646"
"ndx - number of people dying between ages x and x+n","1-4 years","604.0936244","541.0011495","673.4933277","853.6374786","743.8171895","974.2395147","1299.745065","1097.529887","1523.082254","1860.76422","1566.159291","2188.495395","2486.23934","2054.131006","2966.728505"
"ndx - number of people dying between ages x and x+n","5-9 years","269.3365383","241.3311011","300.1761402","336.4244689","293.4688605","383.8224814","476.9317963","403.6388345","558.6518049","645.1934276","544.1895141","757.4491721","827.3050682","685.319447","984.0748369"
"ndx - number of people dying between ages x and x+n","10-14 years","260.9528471","258.464746","263.7120344","301.7789132","311.4316719","291.0025608","372.4998994","396.3932917","345.8599927","445.9567207","446.6506208","445.1744245","509.7462157","499.4910176","520.8556802"
"ndx - number of people dying between ages x and x+n","15-19  years","402.1070804","379.9664675","426.955603","426.253283","423.0795916","429.8231458","577.7891546","545.4850767","613.7320692","706.2843786","652.4388691","765.0916164","788.2257874","690.7078907","893.6855091"
"ndx - number of people dying between ages x and x+n","20-24 years","620.5130532","652.5141699","584.6030261","593.743687","634.7810598","547.8998493","853.4425405","873.2196625","831.6562938","923.9054254","910.4583708","938.4189869","1080.557354","996.4632539","1170.262003"
"ndx - number of people dying between ages x and x+n","25-29 years","709.5682317","797.2124812","611.6286828","696.9052085","778.5146526","606.6514195","1002.862536","1132.248843","860.9779726","1085.673274","1178.031442","985.9923612","1264.378565","1309.639776","1215.732798"
